"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","92","4.1","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","255","2","","","40","4.6"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","275","3.9","137","4.1","46.5","6.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","49.5","4.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","126","2","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","BUTLER","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","295","4.1","222","2.7","54.5","5.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","CASS","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","240","2.4","52","5.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","COLFAX","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","324","2.2","256","2.4","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","DODGE","053","","","00000000","","RENT","TOTAL","NOT SPECIFIED","313","2.9","229","2.2","63.5","4.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","DOUGLAS","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","239","2.7","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","HAMILTON","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","304","1.8","","","41.5","4.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","LANCASTER","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","297","2.8","187","2.5","46","5.9"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","MERRICK","121","","","00000000","","RENT","TOTAL","NOT SPECIFIED","279","2.9","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","NANCE","125","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","168","4.1","41","4.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","PLATTE","141","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","240","2.4","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","POLK","143","","","00000000","","RENT","TOTAL","NOT SPECIFIED","287","2.7","195","2.7","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","SARPY","153","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","255","2.8","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","SAUNDERS","155","","","00000000","","RENT","TOTAL","NOT SPECIFIED","309","2.9","224","2.3","52.5","4.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","SEWARD","159","","","00000000","","RENT","TOTAL","NOT SPECIFIED","300","7.1","188","3.2","47","5.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","WASHINGTON","177","","","00000000","","RENT","TOTAL","NOT SPECIFIED","283","4.8","235","2.7","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","EAST","60","YORK","185","","","00000000","","RENT","TOTAL","NOT SPECIFIED","316","3.3","180","4.1","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ARTHUR","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","166","1.2","","","18","3.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BLAINE","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","20","4.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","113","3.7","37.5","5.6"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","176","4.2","","","28.5","6.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","177","5.3","","","15.5","12.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","225","3.7","","","29","5.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","GRANT","075","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","15.5","3.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","RENT","TOTAL","NOT SPECIFIED","272","4.7","90.5","4.4","39","6.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOOKER","091","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","16","5.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","197","2.8","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","48.5","1.9","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOUP","115","","","00000000","","RENT","TOTAL","NOT SPECIFIED","232","4.3","75","6.3","30","2.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","RENT","TOTAL","NOT SPECIFIED","172","11.3","","","20","3.6"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ROCK","149","","","00000000","","RENT","TOTAL","NOT SPECIFIED","196","3","49","7.8","32","5.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","THOMAS","171","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","17.5","2.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","WHEELER","183","","","00000000","","RENT","TOTAL","NOT SPECIFIED","242","1.7","75","4.3","36","5.3"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","BOONE","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","315","3.7","187","3.2","45.5","5.3"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","BURT","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","294","3.7","252","2.5","71.5","4.3"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","CEDAR","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","365","2.3","240","2.6","64.5","4.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","CUMING","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","340","3.4","280","2.2","73.5","4.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","DAKOTA","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","280","2.5","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","DIXON","051","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","235","2.3","62.5","3.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","KNOX","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","310","2.9","212","2.5","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","MADISON","119","","","00000000","","RENT","TOTAL","NOT SPECIFIED","323","2.8","210","2.6","59.5","4.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","PIERCE","139","","","00000000","","RENT","TOTAL","NOT SPECIFIED","300","4.2","195","3.4","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","STANTON","167","","","00000000","","RENT","TOTAL","NOT SPECIFIED","321","4.3","251","2.5","76","3.7"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","THURSTON","173","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","275","2.5","75.5","3.7"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","WAYNE","179","","","00000000","","RENT","TOTAL","NOT SPECIFIED","349","2.2","275","2.3","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","200","2.1","45.5","8.6","17","6.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","15.5","9.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29.5","4.4","16","10.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DEUEL","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","195","1.5","44","5.3","17","4.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","GARDEN","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","13.5","5.9"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","RENT","TOTAL","NOT SPECIFIED","177","5.7","27","11","13","6.3"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","15","6.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","RENT","TOTAL","NOT SPECIFIED","182","4.7","42","5.9","12.5","5.6"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","RENT","TOTAL","NOT SPECIFIED","186","8.7","36","11.6","15.5","12.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","11","5.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","297","3.4","137","3.9","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","293","4.1","119","4.5","34.5","2.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","RENT","TOTAL","NOT SPECIFIED","228","2.5","80","3.4","31.5","7.7"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","262","3","82","4.1","38","5.3"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","260","6.6","103","4.3","35","4.4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","296","4.2","135","5","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","RENT","TOTAL","NOT SPECIFIED","283","2.4","110","3.8","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","WEBSTER","181","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","120","4.6","41","4.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","CLAY","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","297","4.8","","","41","4.6"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","FILLMORE","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","307","1.9","165","3.3","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","GAGE","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","301","2.3","174","2.5","52","4.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","JEFFERSON","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","286","3","156","3","45.5","3.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","JOHNSON","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","297","7.5","185","2.7","50.5","5.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","NEMAHA","127","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","225","3.3","48.5","5.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","NUCKOLLS","129","","","00000000","","RENT","TOTAL","NOT SPECIFIED","306","4.6","158","4","39.5","4"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","OTOE","131","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","192","2.8","50.5","5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","PAWNEE","133","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","160","3.3","53","4.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","RICHARDSON","147","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","210","2.9","51.5","5.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","SALINE","151","","","00000000","","RENT","TOTAL","NOT SPECIFIED","292","3.6","154","2.9","46","5.8"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","THAYER","169","","","00000000","","RENT","TOTAL","NOT SPECIFIED","285","3.1","145","3.7","",""
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","CHASE","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","227","5.1","59","4.6","20.5","4.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","DUNDY","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","48","8.1","20","9.5"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","FRONTIER","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","207","8.2","60","5.4","29.5","4.2"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HAYES","085","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","55.5","7.7","20.5","4.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HITCHCOCK","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","206","1.8","53.5","5.7","21.5","5.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","KEITH","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","220","4.4","50","3.8","18","4.6"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","LINCOLN","111","","","00000000","","RENT","TOTAL","NOT SPECIFIED","240","5.5","","","25","5.1"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","PERKINS","135","","","00000000","","RENT","TOTAL","NOT SPECIFIED","189","3.8","57","3.3","23.5","4.7"
"SURVEY","2024","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","RED WILLOW","145","","","00000000","","RENT","TOTAL","NOT SPECIFIED","225","9.4","70","3.9","26","3.9"
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","183","9.3","","","12.5","25.1"
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","NORTHEAST","30","ELKO","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","130","6.9","","","8.9","11.8"
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","NORTHEAST","30","WHITE PINE","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10.5","15.4"
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","CHURCHILL","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","197","11.8","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","HUMBOLDT","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","103","13.2","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","SOUTH","80","LINCOLN","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","162","13.7","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEVADA","32","SOUTH","80","MINERAL","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","91","12.7","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","69.5","17.3","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","BELKNAP","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29","12.9","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","CHESHIRE","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","78","8.5","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","COOS","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","13.6","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","GRAFTON","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","48","7","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","HILLSBOROUGH","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","47","22.1","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","MERRIMACK","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","76.5","7.8","",""
"SURVEY","2024","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","SULLIVAN","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","65.5","7.4","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","93","17","57","7.6","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","CENTRAL","50","BURLINGTON","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","145","11.6","62.5","5.8","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","CENTRAL","50","MERCER","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","297","13.4","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","CENTRAL","50","MIDDLESEX","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","63","16.8","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","CENTRAL","50","MONMOUTH","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","171","7.1","90.5","7.6","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","MORRIS","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","130","6.8","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","SOMERSET","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","18.5","22.1","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","SUSSEX","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","42","12.7","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","WARREN","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","88.5","13.1","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","ATLANTIC","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","145","7.5","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","CAMDEN","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","83.5","8.1","","","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","CUMBERLAND","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","167","5.1","82.5","6.7","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","GLOUCESTER","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","123","8.8","87","8.4","",""
"SURVEY","2024","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","SALEM","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","118","6.5","86","7","",""
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","125","7.8","10","100.7","2.9","14.7"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","COLFAX","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","47","4.6","","","5.8","14.7"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","CURRY","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","131","5.1","24.5","11.7","5.6","11.7"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","DE BACA","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2.8","13.2"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","GUADALUPE","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2.9","11.8"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","HARDING","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2.8","14.5"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","MORA","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","3.6","11.8"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","QUAY","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","138","7.8","19.5","14.5","6.5","15.9"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","ROOSEVELT","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","123","11.4","33.5","18.5","5.3","18.6"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","SAN MIGUEL","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2","11"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","TORRANCE","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","102","4.9","","","1.6","10.5"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","UNION","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","5.6","8.9"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","CIBOLA","006","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","1.2","13.4"
"SURVEY","2024","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","RIO ARRIBA","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","43.5","6.1","15","19.3","2.2","22.5"
